0,courantes
1,procès-verbal
2,feront
3,conflits
4,cours
5,soumettre
6,perte
7,olaf
8,délits de corruption
9,projet pilote
10,offres internationaux
11,arrêté
12,infractionnels
13,notion
14,centrale européenne
15,à la commission
16,confiance en la société
17,accord-cadre
18,cas
19,recherche locaux
20,ouverture des négociations
21,taxes
22,intégrité dans le sport
23,culture anticorruption
24,instrument
25,réexaminera
26,contribuables
27,mi-2001
28,commises
29,insu
30,transversaux
31,dialogue permanent
32,mise à part
33,auto-nettoyage
34,gestion
35,entreprises
36,bce
37,transversal
38,confiscation
39,vingtième jour
40,sécurité intérieure
41,convention dédie
42,encontre de participants
43,harmonise
44,industries extractives
45,programmes
46,internes
47,contractuelle
48,secret
49,accord
50,investissement
51,commise
52,retenu
53,mécanisme de contrôle
54,droit penal
55,capacités
56,pif
57,statistiques
58,législatives
59,prolongation
60,régulière
61,plus-value
62,tel pays
63,contribution
64,prend
65,entré en vigueur
66,temporaire
67,jeu
68,second
69,entrepreunariat éthique
70,correspondants
71,arme
72,oeuvre de la coopération
73,secteur
74,concertation
75,spécifiques
76,internet
77,voie ouverte
78,entrée en fonction
79,faiblesses
80,centrales
81,cotées
82,souligné à maintes
83,sévir
84,bourse
85,complet
86,luxembourg
87,rouages
88,chefs d' état
89,commission de l' infraction
90,réclamer
91,http://www.fightingcorruption.org
92,collégial
93,turquie
94,incrimine
95,des
96,contrôles légaux
97,opérationnelles
98,opérationnels
99,onu
100,états-unis
101,faisabilité
102,flexibilité
103,transfrontalières
104,réserves de change
105,dissolution
106,retards
107,esprit
108,ressortissants
109,traité de lisbonne
110,se
111,financier
112,élargis
113,déductibilité
114,juges
115,papiers
116,mutuel
117,matériel
118,salaire
119,système statistique
120,intermédiaire
121,fiche financière
122,renuméroté
123,adhésions
124,manuel
125,estimée
126,éthiques
127,focalisation accrue
128,déboucher
129,bilatérales
130,commet
131,additionnels
132,répressive
133,ouverture des marchés
134,décisions-cadres
135,public
136,ias
137,technologiques
138,cadre de coopération
139,délicates
140,proportionnées
141,établissement de statistiques
142,judiciaire
143,montants
144,commentaire
145,énergie
146,contre la grande criminalité
147,corollaire
148,sens
149,décision-cadre
150,agences européennes
151,mécanisme de suivi
152,biens
153,livre vert
154,joint-venture
155,envisager
156,policière
157,directive 95
158,remédier
159,équité
160,tangibles
161,service public
162,subventions
163,pied
164,concurrentielle
165,abrogation
166,infraction
167,étroite
168,s'
169,avant-projet
170,politique commerciale
171,amendes
172,alarme
173,étranger
174,variable
175,financière
176,organismes
177,exécution
178,mise à jour
179,organisation matérielle
180,poursuites
181,contrôles systématiques
182,pilier
183,lignes de conduite
184,cinquième
185,exercice
186,euros
187,forestières
188,public-privé
189,punisables
190,alliot-marie
191,gestion centralisée
192,audit
193,ultérieur
194,missions d' expertise
195,contrôle préalable
196,économiques
197,extracomptables
198,déséquilibre
199,danoise
200,organes
201,valables
202,gestion décentralisée
203,protection pénale
204,lutte
205,calendaires
206,30e
207,droit fil
208,dirigeants politiques
209,échelle culminant
210,paragraphe 2
211,isa
212,décide
213,porte
214,responsabilité pénale
215,mise en œuvre
216,rythme
217,tiers
218,professionnels
219,européenne finance
220,déloyal
221,insuffisances
222,soumissionnaire
223,retenus
224,envisageables
225,égard
226,assouplissement
227,conjointe
228,conclusion
229,envisagées
230,quel
231,effectuer
232,organe
233,traité
234,extérieure
235,environnement
236,belgique
237,évaluation périodique
238,font
239,transition
240,procureurs
241,régime
242,existantes
243,remarques
244,par la commission
245,duplication
246,appui à la bonne gouvernance
247,www.ecb.europa.eu
248,corruption
249,privé
250,terminologie
251,au-delà
252,contractantes
253,activité
254,réglementations
255,ce
256,avantages
257,ouvrir
258,facteur clé
259,sous-traitance
260,répression
261,comptables
262,arrêter
263,levier
264,liens
265,charge
266,abroger
267,proposition
268,mise en évidence
269,coûts
270,bout
271,répressives
272,budgeting
273,auto‑évaluations
274,sanctionnée
275,qualité professionnelle
276,retentissantes
277,commerce international
278,réglementation
279,expression
280,organisations internationales
281,protocoles
282,système financier
283,infraction pénale
284,sursis
285,justice
286,définitions
287,ans
288,directives communautaires
289,critères
290,missions confiées
291,outre office
292,entreprise
293,recommandations
294,vu
295,transitoires
296,concordera
297,papier
298,indélicat(e)
299,échange d' informations
300,gouvernance
301,réciprocité
302,multiplier
303,tiret
304,chevauchent
305,lutte anticorruption
306,suffisants
307,lutte antifraude
308,cee
309,justification
310,concurrence
311,série de protocoles
312,contrôle financier
313,matchs
314,frontières intérieures
315,observateur
316,permis
317,temps
318,uncac
319,infraction commise
320,eurojust
321,non-communication
322,dimension
323,stratégies
324,sensibles
325,commercer
326,harmonisée
327,sous-objectifs
328,systèmes d' audit
329,irrégularités
330,poursuivies
331,lignes de démarcation
332,membres
333,cadre
334,électorales
335,étudier
336,programme
337,régional européen
338,prix
339,étude de grande envergure
340,mise en application
341,réserves
342,marchés publics
343,autorégulation
344,fonctionnaires étrangers
345,union
346,encouragées
347,européennes
348,communication de données
349,révolues
350,avantage indu
351,cf. recommandation
352,sociétés
353,www.greco.coe.int
354,jugements
355,appréciation
356,police on web
357,système communautaire
358,dirigeants
359,arrête
360,intégrité
361,sécurité
362,réglementés
363,surcroît
364,j.r.v.a.
365,qualité d' animateur
366,entreprises multinationales
367,étendue
368,vigilant
369,signal
370,synthèse
371,n° 2
372,soumettra
373,routes
374,commerciale
375,achat de biens
376,recours
377,système
378,libertés
379,cadre d' auto-évaluation
380,premier
381,journal officiel
382,soupçons
383,ladite
384,encontre
385,management
386,soumissionnaires
387,fédéraux
388,deux
389,icc
390,frontière internationale
391,pays adhérents
392,évolutions
393,directives
394,concours
395,mises en place
396,pratiques
397,nationaux
398,check-list
399,double
400,abm
401,cofinancement
402,secrétariat
403,fédérées
404,charger
405,obligations
406,elles-mêmes
407,accords
408,usine belge
409,confiance
410,qualité
411,marché intérieur
412,sanction
413,protocole
414,fin
415,ligne
416,préjudices économiques
417,évaluation internationaux
418,structure
419,sanctions pénales
420,reçoit
421,paragraphe 5
422,surcoûts
423,disposition
424,évaluations
425,territoriale
426,législatif
427,croatie
428,com
429,désapprobation
430,national
431,applique-t-elle
432,vers
433,accompagne
434,aller
435,calculer
436,tendances
437,régissant
438,doubles
439,partagée
440,sanctions
441,doigt
442,préjudiciables
443,reprogrammation
444,annuler
445,pas
446,rendra compte
447,activités
448,protection effective
449,système d' examen
450,imposition
451,communauté européenne
452,identifié(s
453,suivi
454,néerlandaise
455,sensibilisation
456,perdent
457,renforcement
458,exercer
459,fournitures
460,enseignements
461,final
462,non-ratification
463,mars
464,chevauchements
465,pays évalué
466,politique européenne
467,données
468,fil
469,crédit
470,instruments
471,juge
472,légaux
473,marchés boursiers
474,sanctions effectives
475,écrasante majorité
476,procéduraux
477,poursuivis
478,entité
479,systèmes nationaux
480,discussion
481,morales16
482,délégation de tâches
483,pots-de-vin
484,déontologie administratives
485,intéressés
486,stimuler
487,accru la crédibilité
488,externe
489,coopérer
490,justice pénale
491,objectif
492,transparency international
493,immunité
494,appartenance
495,eur
496,alourdissant
497,drogue
498,décideurs
499,mauvaise gestion
500,conventions
501,gardez
502,tribunaux nationaux
503,interinstitutionnels
504,fonctionnement
505,corrélation
506,rémunération
507,députés
508,mise en oeuvre
509,verrouillage
510,passive
511,considérant
512,méthodologie
513,formations
514,tirer
515,réseau d' expertise
516,modifications
517,gouverneurs
518,population
519,occultes
520,arrêt
521,desmdispositions
522,recouvrement
523,structure organisationnelle
524,secteur public
525,valable
526,tierces parties
527,trucage
528,portugal
529,budgétaire
530,déposer
531,réorientée
532,systèmes
533,http://info.worldbank.org/governance/wgi/worldmap.asp
534,occulte
535,enrichissement
536,constitutionnelles
537,complices
538,ligne budgétaire
539,groupe de travail
540,partiels
541,liberté
542,système bancaire
543,collectivité
544,mécanisme d' évaluation
545,ligne de compte
546,police
547,compte rendu
548,effraie
549,européens
550,réexaminée
551,greco
552,développement économiques
553,code de conduite
554,zones grises
555,intergouvernemental
556,parlementaires
557,clef
558,étude suggère
559,partenaire
560,transfrontaliers
561,jugement
562,livre blanc
563,éthique professionnelle
564,ocde
565,contre le blanchiment
566,application
567,glisse
568,comportement
569,libellé
570,pénales
571,agit
572,contrôle
573,synergies
574,mis en lumière
575,examiner
576,négocié
577,attendu
578,mise en place
579,banque mondiale
580,performances
581,paragraphe 3
582,interne
583,parachever
584,techniquement
585,droits
586,double criminalité
587,libre échange
588,société civile
589,tchèque
590,européen
591,territoire
592,évaluation mutuelles
593,changement
594,volonté politique
595,champ
596,contacts
597,auteur physique
598,nations unies
599,commission d' une infraction
600,variables
601,protocole additionnel
602,branche
603,développement équitable
604,commun accord
605,acception
606,dénonciation
607,participer
608,chevauchement
609,encourus
610,chefs
611,mises en oeuvre
612,enquêtes internes
613,investissements
614,suppléants
615,coopération renforcée
616,délit commis
617,active
618,indépendance
619,déontologique
620,instigation
621,compétence dévolue
622,prêter
623,consultatif
624,financiers
625,entend
626,décimes
627,croisés
628,démission collective
629,saine
630,savoir-faire
631,cadre déontologique
632,délits
633,chargé
634,saisie
635,échange de bonnes pratiques
636,détournement
637,indus
638,crédits
639,fonctions
640,transactions
641,mis
642,transnationale
643,communication
644,compromettre
645,règles
646,réunie
647,unilatérale
648,poursuite
649,ecli:eu:c
650,valeur ajoutée
651,volonté
652,contre la fraude
653,pib
654,citoyen
655,transparence accrue
656,angle
657,associations professionnelles
658,paneuropéen
659,convenablement
660,obstacles
661,secteur privé
662,présidente
663,intervention
664,série d' affaires
665,figées
666,coopération
667,étudiée
668,terme
669,sociaux
670,directive
671,objectifs
672,dissociés
673,centrale
674,communautés
675,actes
676,auteur de l' infraction
677,sape
678,réseau
679,coordination
680,acp-ue
681,échanges d' étudiants
682,prolongement
683,saines
684,appuyer
685,exécution du budget
686,cf.
687,nomme
688,comportements
689,groupe d' experts
690,dispositions
691,instaure
692,communautés européennes
693,enquêtes
694,opérations internationales
695,données à caractère
696,ladite convention
697,pays
698,ets
699,fois
700,mesure
701,mesures
702,coordinateurs
703,lois
704,cadres
705,procureur europeen
706,action commune
707,salaires
708,internationales
709,figurent
710,série d' indicateurs
711,ensoleillée
712,susmentionnées
713,matières premières
714,rester
715,croate
716,politiques
717,acp
718,coercition
719,matière d' audit
720,intérêts
721,investissements étrangers
722,draghi
723,mécanisme de surveillance
724,recommandation
725,une priorite
726,lignes directrices
727,revenu perçu
728,fédérale
729,série de principes
730,eau
731,progressivement
732,effets
733,office
734,règlement-cadre
735,internationalisation
736,complice
737,commis
738,suite
739,distorsion
740,décideurs politiques
741,juridictionnel
742,emprisonnement
743,coopération mutuelle
744,années
745,noires
746,responsabilité
747,supplémentaires
748,procédurales
749,axes
750,inadmissible
751,garde
752,comptes
753,perte d' emploi
754,services financiers
755,contact
756,puissance
757,compétences
758,conclusions
759,corrupteur
760,supervision
761,illégale
762,interinstitutionnel
763,engager
764,syndicat
765,évaluation
766,droit pénal
767,culturel
768,arrêté royal
769,procède
770,bras
771,lignes
772,échangées
773,conjoint
774,association
775,insuffisante
776,maintien
777,procureur
778,conseil
779,g. alemanno
780,entreprises internationales
781,transparence
782,corrupteurs
783,secret professionnel
784,ces
785,fonctionnaires nationaux
786,personne
787,budgétaires
788,liban
789,étudiera
790,approche harmonisée
791,informer
792,marchés
793,acte
794,chantage
795,leçons tirées
796,intermédiaires
797,ores
798,échelle européenne
799,soustraction
800,cycles
801,rotation
802,discipline
803,encouragée
804,coopération administrative
805,délit
806,confidentiels
807,services
808,su
809,d'
810,technique
811,soudoyé
812,eurobaromètre
813,lumière
814,europol
815,bonne gouvernance
816,systèmes de contrôle
817,dissimulation
818,classement
819,qualité d' observateurs
820,impacts
821,protocole à la convention
822,impulsion
823,cesse
824,négocier
825,système de comptabilité
826,criminels
827,élargissement
828,sonnette d' alarme
829,pluriannuel
830,renouvellement
831,mutation
832,codes de déontologie
833,autorité saisie
834,approbation
835,passation
836,multilatéraux
837,médias
838,activites
839,évaluation mutuelle
840,uniforme
841,court
842,combattre
843,techniques
844,dépens
845,réserve
846,jo
847,commerce
848,trame
849,comptabilité
850,directe
851,lobbying
852,économie
853,générales
854,comptables internationales
855,récupération
856,enquête
857,rôle
858,déployés
859,transposition
860,double incrimination
861,développement économique
862,actif
863,contribuerait
864,solution
865,réaliste
866,combattue
867,intérieur
868,enchères
869,figure
870,appui accru
871,échange de preuves
872,services répressifs
873,pont
